Price,Score,Reviews_number,Experience,Status,Video_presentation,Photo,Adults,All,Children 1-3 years old,Children 4-5 years old,Children 6-7 years old,Pupils of 1-4 grades,Pupils of 10-11 grades,Pupils of 5-9 grades,Students
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1250,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,5.0,3,13,4,0,0,1,0,0,0,0,0,1,0,1
1300,5.0,6,19,4,0,0,1,0,0,0,0,0,1,0,1
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.4,3,25,4,0,1,0,0,0,0,0,0,1,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,4,8,5,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,1,6,4,0,0,1,0,0,0,0,0,1,0,1
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,1,12,4,0,0,1,0,0,0,0,0,0,1,0
1000,5.0,3,11,5,0,0,1,0,0,0,0,0,1,0,1
700,5.0,1,8,4,0,1,0,0,0,0,0,0,1,0,0
450,5.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.8,2,5,1,0,0,0,0,0,0,0,0,1,0,1
700,4.6,20,22,4,0,1,1,0,0,0,0,0,1,0,1
900,4.9,8,24,4,0,1,0,0,0,0,0,0,1,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,5.0,1,2,3,0,1,0,0,0,0,0,0,1,0,1
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,1,21,2,0,1,0,0,0,0,0,0,1,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.8,20,12,4,0,1,1,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
650,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,5.0,7,28,4,0,1,1,0,0,0,0,0,1,0,1
800,5.0,1,30,5,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,5.0,4,32,4,0,0,1,0,0,0,0,0,1,0,1
1200,4.7,2,13,4,0,1,0,0,0,0,0,1,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,5.0,2,18,6,0,1,1,0,0,0,0,0,1,0,1
1150,4.6,2,18,4,0,1,1,0,0,0,0,0,1,0,1
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,5.0,1,26,6,0,1,1,0,0,0,0,0,1,0,1
700,5.0,3,9,4,0,0,0,0,0,0,0,0,1,0,0
2500,5.0,1,31,4,0,1,0,0,0,0,1,0,1,0,1
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.8,6,21,4,0,1,1,0,0,0,0,0,1,0,1
600,4.7,2,20,4,0,1,0,0,0,0,0,0,1,0,1
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,5.0,1,7,1,0,1,0,0,0,0,0,0,0,1,0
1000,5.0,3,23,4,0,1,0,0,0,0,0,0,1,0,0
1000,5.0,4,8,4,0,1,0,0,0,0,0,0,0,1,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1050,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2150,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1250,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1250,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
550,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1100,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1050,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1050,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
450,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
500,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1250,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1350,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
